,loss,auc_2,f1_m,accuracy,val_loss,val_auc_2,val_f1_m,val_accuracy,lr
0,31.337983104160855,0.4539012610912323,0.5013895034790039,0.44285714626312256,31.327532958984374,0.5274725556373596,0.761025607585907,0.6499999761581421,2.5e-07
1,31.329654802594867,0.41484034061431885,0.5261789560317993,0.44285714626312256,31.31907844543457,0.5123625993728638,0.761025607585907,0.6499999761581421,2.5e-07
2,31.318070765904018,0.500485897064209,0.5782612562179565,0.49642857909202576,31.310589218139647,0.4821428656578064,0.761025607585907,0.6499999761581421,2.5e-07
3,31.30923788888114,0.5265538692474365,0.6260309219360352,0.5285714268684387,31.302396774291992,0.5013736486434937,0.761025607585907,0.6499999761581421,2.5e-07
4,31.303634316580638,0.48433345556259155,0.5624881386756897,0.47857141494750977,31.29435005187988,0.4958791136741638,0.761025607585907,0.6499999761581421,2.5e-07
5,31.290666471208844,0.5874054431915283,0.6393270492553711,0.550000011920929,31.285945892333984,0.5247252583503723,0.761025607585907,0.6499999761581421,2.5e-07
6,31.285594013759066,0.5143120288848877,0.5754042863845825,0.5071428418159485,31.277779388427735,0.49862635135650635,0.7282050848007202,0.6000000238418579,2.5e-07
7,31.278960745675224,0.4538186192512512,0.5573554635047913,0.4642857015132904,31.269322204589844,0.5384615659713745,0.7282050848007202,0.6000000238418579,2.5e-07
8,31.269856534685406,0.46107691526412964,0.5746981501579285,0.4892857074737549,31.260824966430665,0.5535714030265808,0.7282050848007202,0.6000000238418579,2.5e-07
9,31.265620476858956,0.3967127799987793,0.5069707036018372,0.41428571939468384,31.25232391357422,0.5851647853851318,0.7282050848007202,0.6000000238418579,2.5e-07
10,31.252068274361747,0.4947636127471924,0.5922924280166626,0.4928571283817291,31.24387092590332,0.598901093006134,0.7282050848007202,0.6000000238418579,2.5e-07
11,31.248066220964706,0.46575623750686646,0.5423873066902161,0.4821428656578064,31.235651779174805,0.567307710647583,0.7282050848007202,0.6000000238418579,2.5e-07
12,31.237444196428573,0.44838690757751465,0.5881859660148621,0.4749999940395355,31.227289581298827,0.598901093006134,0.7282050848007202,0.6000000238418579,2.5e-07
13,31.22884635925293,0.525974690914154,0.5351445078849792,0.48571428656578064,31.219164657592774,0.5810439586639404,0.7282050848007202,0.6000000238418579,2.5e-07
14,31.224025072370257,0.4541718363761902,0.49341583251953125,0.4285714328289032,31.211393737792967,0.5453296899795532,0.7282050848007202,0.6000000238418579,2.5e-07
15,31.212564522879465,0.5154407024383545,0.5626199841499329,0.5178571343421936,31.203428268432617,0.548076868057251,0.7410256266593933,0.625,2.5e-07
16,31.205940083095005,0.4364532232284546,0.5688133835792542,0.4892857074737549,31.195301818847657,0.589285671710968,0.7205127477645874,0.6000000238418579,2.5e-07
17,31.195776203700476,0.5257360339164734,0.5540086030960083,0.5,31.18707618713379,0.5851647853851318,0.7410256266593933,0.625,2.5e-07
18,31.187677928379603,0.4976525604724884,0.5506022572517395,0.4928571283817291,31.17899055480957,0.6043956279754639,0.7205127477645874,0.6000000238418579,2.5e-07
19,31.181029510498046,0.45001021027565,0.5501803755760193,0.44999998807907104,31.17078742980957,0.6043956279754639,0.7205127477645874,0.6000000238418579,2.5e-07
20,31.17122001647949,0.49182847142219543,0.5701144933700562,0.5107142925262451,31.16216583251953,0.5989010334014893,0.7410256266593933,0.625,2.5e-07
21,31.164875357491628,0.48792901635169983,0.5142478346824646,0.4714285731315613,31.15421829223633,0.6098901033401489,0.7410256266593933,0.625,2.5e-07
22,31.15617228916713,0.4988482594490051,0.52598637342453,0.49642857909202576,31.14618492126465,0.6098901033401489,0.7410256266593933,0.625,2.5e-07
23,31.146298272269114,0.5123846530914307,0.6002990007400513,0.5392857193946838,31.137952423095705,0.6098901033401489,0.7410256266593933,0.625,2.5e-07
24,31.137733786446706,0.5039016008377075,0.5659194588661194,0.5107142925262451,31.129386138916015,0.6332417726516724,0.7410256266593933,0.625,2.5e-07
25,31.13042199271066,0.5460768938064575,0.5285549163818359,0.48571428656578064,31.12131271362305,0.6332417726516724,0.7410256266593933,0.625,2.5e-07
26,31.122223608834403,0.4964063763618469,0.6014092564582825,0.5392857193946838,31.112908172607423,0.6332417726516724,0.7586080431938171,0.6499999761581421,2.5e-07
27,31.110652814592633,0.5990604162216187,0.5898237228393555,0.5357142686843872,31.104799270629883,0.6332417726516724,0.7586080431938171,0.6499999761581421,2.5e-07
28,31.107708740234376,0.4760604202747345,0.5647083520889282,0.5142857432365417,31.09665718078613,0.6332417726516724,0.7586080431938171,0.6499999761581421,2.5e-07
29,31.095609501429966,0.6034190654754639,0.5613203644752502,0.5357142686843872,31.08868064880371,0.6195054650306702,0.746666669845581,0.6499999761581421,2.5e-07
30,31.087389537266322,0.5705933570861816,0.5958852767944336,0.5535714030265808,31.080718994140625,0.6373626589775085,0.746666669845581,0.6499999761581421,2.5e-07
31,31.080691637311663,0.5503547787666321,0.5752989649772644,0.5107142925262451,31.072753143310546,0.6483516693115234,0.7587878704071045,0.675000011920929,2.5e-07
32,31.070958491734096,0.5941329598426819,0.547795295715332,0.5142857432365417,31.064653396606445,0.6346153616905212,0.7587878704071045,0.675000011920929,2.5e-07
33,31.061191068376814,0.6176019906997681,0.6158473491668701,0.5785714387893677,31.056616592407227,0.6181318759918213,0.7587878704071045,0.675000011920929,2.5e-07
34,31.054551206316265,0.5602233409881592,0.6001826524734497,0.5464285612106323,31.048186111450196,0.6098901033401489,0.7587878704071045,0.675000011920929,2.5e-07
35,31.045711081368584,0.5799999833106995,0.6066409349441528,0.550000011920929,31.03974723815918,0.6387362480163574,0.7767366170883179,0.699999988079071,2.5e-07
36,31.039440264020648,0.5470054745674133,0.597326397895813,0.5464285612106323,31.031451416015624,0.6703296899795532,0.7767366170883179,0.699999988079071,2.5e-07
37,31.03088962009975,0.588358998298645,0.5756644606590271,0.5392857193946838,31.02350730895996,0.6428571343421936,0.7767366170883179,0.699999988079071,2.5e-07
38,31.021575273786272,0.5992652773857117,0.5966683626174927,0.5678571462631226,31.015288162231446,0.6428571343421936,0.7767366170883179,0.699999988079071,2.5e-07
39,31.01212180001395,0.6201952695846558,0.6207493543624878,0.5821428298950195,31.007075119018555,0.6620879173278809,0.7767366170883179,0.699999988079071,2.5e-07
40,31.002281188964844,0.6582359075546265,0.6237147450447083,0.6071428656578064,30.998789596557618,0.6703296899795532,0.7767366170883179,0.699999988079071,2.5e-07
41,30.996600723266603,0.6071282625198364,0.5719476938247681,0.5571428537368774,30.990976333618164,0.6346153616905212,0.7767366170883179,0.699999988079071,2.5e-07
42,30.988705335344587,0.6226198077201843,0.5841578841209412,0.5857142806053162,30.98293266296387,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
43,30.980810819353376,0.6093168258666992,0.5990713834762573,0.5785714387893677,30.9748477935791,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
44,30.974295370919364,0.5694019198417664,0.5789498090744019,0.5535714030265808,30.966618728637695,0.629120945930481,0.7767366170883179,0.699999988079071,2.5e-07
